FID,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,HSIPTHEMES,NAICSCODE,NAICSDESCR,ST_VENDOR,WEBSITE,SOURCE,GOVT_LEVEL,TOT_STAFF,SPEC_EQUIP,x2,y2
1022,NORTHEAST COLORADO HEALTH DEPARTMENT,970-848-0916,529 NORTH ALBANY STREET,SUITE 1120,YUMA,CO,80759,1501,YUMA,08125,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.NCHD.ORG/,TECHNIGRAPHICS,LOCAL,0, ,-11434923.006,4884938.3496
1023,RANDOLPH COUNTY HEALTH DEPARTMENT,660-263-6643,423 EAST LOGAN STREET, ,MOBERLY,MO,65270,2222,RANDOLPH,29175,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://RANDOLPHCOUNTYHEALTH.ORG/INDEX.HTML,TECHNIGRAPHICS,LOCAL,0, ,-10289395.2095,4781432.4877
1024,TEXAS DEPARTMENT OF STATE HEALTH SERVICES - MARFA,432-729-4275,101 NORTH MESA STREET, ,MARFA,TX,79843, ,PRESIDIO,48377,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.DSHS.STATE.TX.US/,TECHNIGRAPHICS,LOCAL,0, ,-11580512.3734,3543371.6846
1025,HAMILTON COUNTY PUBLIC HEALTH SERVICES AND HOSPICE,515-832-9565,821 SENECA STREET, ,WEBSTER CITY,IA,50595,2228,HAMILTON,19079,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.HAMILTONCOUNTYPUBLICHEALTH.COM/,TECHNIGRAPHICS,LOCAL,0, ,-10443734.356,5231371.7136
1026,WARREN COUNTY HEALTH SERVICES,515-961-1074,301 NORTH BUXTON STREET,SUITE 203,INDIANOLA,IA,50125,1801,WARREN,19181,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-10415378.6137,5066011.6932
1027,VALDEZ PUBLIC HEALTH CENTER,907-835-4612,911 MEALS AVENUE, ,VALDEZ,AK,99686, ,VALDEZ-CORDOVA,02261,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-16291220.4618,8657223.2239
1028,YAVAPAI COUNTY COMMUNITY HEALTH SERVICES,928-771-3122,1090 COMMERCE DRIVE, ,PRESCOTT,AZ,86305,3700,YAVAPAI,04025,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.CO.YAVAPAI.AZ.US/HEALTH.ASPX,TECHNIGRAPHICS,LOCAL,0, ,-12519082.922,4110805.3463
1029,SWEETWATER COUNTY PUBLIC HEALTH,307-922-5390,731 C STREET,SWEETWATER COUNTY COURTHOUSE SUITE 315,ROCK SPRINGS,WY,82901,6202,SWEETWATER,56037,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-12157670.782,5098114.3074
1030,WALLOWA COUNTY HEALTH DEPARTMENT,541-426-4848,758 NORTHWEST 1ST STREET, ,ENTERPRISE,OR,97828,1527,WALLOWA,41063,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-13055492.2957,5689683.3695
1031,PETTIS COUNTY HEALTH CENTER,660-827-1130,911 EAST 16TH STREET, ,SEDALIA,MO,65301,7733,PETTIS,29159,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://PETTIS.LPHAMO.ORG/PCHC_HOME.HTML,TECHNIGRAPHICS,LOCAL,0, ,-10376807.009,4678395.0876
1032,PHELPS / MARIES COUNTY HEALTH DEPARTMENT,573-458-6010,200 NORTH MAIN STREET,SUITE G51,ROLLA,MO,65401,3070,PHELPS,29161,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://PHELPSCOUNTYHEALTH.COM/,TECHNIGRAPHICS,LOCAL,0, ,-10216221.7079,4571783.8125
1033,HARMON COUNTY HEALTH DEPARTMENT,580-688-3348,1104 NORTH 7TH STREET, ,HOLLIS,OK,73550,1445,HARMON,40057,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-11122371.1597,4122275.6687
1034,TELLER COUNTY PUBLIC HEALTH DEPARTMENT,719-687-6416,11115 UNITED STATES HIGHWAY 24, ,DIVIDE,CO,80814, ,TELLER,08119,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.TELLERCOUNTYPUBLICHEALTH.ORG/,TECHNIGRAPHICS,LOCAL,0, ,-11706035.0444,4713430.0786
1035,FIRST DISTRICT HEALTH UNIT - MCLEAN COUNTY,701-462-3330,703 2ND AVENUE, ,WASHBURN,ND,58577, ,MCLEAN,38055,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.FDHU.ORG/WASHBURN.SHTML,TECHNIGRAPHICS,LOCAL,0, ,-11246580.2891,5989188.4962
1036,KENAI PUBLIC HEALTH CENTER,907-335-3400,630 BARNACLE WAY,SUITE A,KENAI,AK,99611,7732,KENAI PENINSULA,02122,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-16837532.0521,8524944.3856
1037,WASHINGTON COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES,503-846-4402,155 NORTH 1ST AVENUE,PUBLIC SERVICES BUILDING ROOM 160,HILLSBORO,OR,97124,3084,WASHINGTON,41067,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.CO.WASHINGTON.OR.US/HHS/,TECHNIGRAPHICS,LOCAL,0, ,-13691229.964,5704260.7315
1038,LUNA COUNTY HEALTH DEPARTMENT,575-546-2771,215 SOUTH SILVER AVENUE, ,DEMING,NM,88030,3715,LUNA,35029,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,NMDOH,LOCAL,0, ,-11995437.8547,3798429.8545
1039,CLATSOP COUNTY HEALTH AND HUMAN SERVICES,503-325-8500,820 EXCHANGE STREET, ,ASTORIA,OR,97103,4628,CLATSOP,41007,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.CO.CLATSOP.OR.US/DEFAULT.ASP?DEPTID=10&PAGEID=15,TECHNIGRAPHICS,LOCAL,0, ,-13785151.171,5810505.9819
1040,TRAILL DISTRICT HEALTH UNIT,701-636-4434,114 WEST CALEDONIA AVENUE, ,HILLSBORO,ND,58045,4207,TRAILL,38097,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.NDHEALTH.GOV/LOCALHD/TDHU/,TECHNIGRAPHICS,LOCAL,0, ,-10805086.9403,6008204.1411
1041,AMADOR COUNTY DEPARTMENT OF PUBLIC HEALTH,209-223-6407,10877 CONDUCTOR BOULEVARD, ,SUTTER CREEK,CA,95685, ,AMADOR,06005,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.CO.AMADOR.CA.US/INDEX.ASPX?PAGE=208,TECHNIGRAPHICS,LOCAL,0, ,-13449413.4567,4631063.3772
1042,BARTON COUNTY HEALTH DEPARTMENT,417-682-3363,1301 EAST 12TH STREET, ,LAMAR,MO,64759,2182,BARTON,29011,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.BCHDHEALTH.COM/,TECHNIGRAPHICS,LOCAL,0, ,-10492878.7672,4507920.7198
1043,BEAVERHEAD LOCAL COUNTY HEALTH,406-683-4771,41 BARRETT STREET, ,DILLON,MT,59725, ,BEAVERHEAD,30001,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-12539411.8603,5654112.8143
1044,GREER COUNTY HEALTH DEPARTMENT,580-782-5531,2100 NORTH LOUIS TITTLE AVENUE, ,MANGUM,OK,73554,9113,GREER,40055,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://GREER.HEALTH.OK.GOV,TECHNIGRAPHICS,LOCAL,0, ,-11076492.8628,4149257.8806
1045,ARKANSAS DEPARTMENT OF HEALTH NORTHWEST REGION OFFICE - FAYETTEVILLE,479-444-7700,27 WEST TOWNSHIP STREET, ,FAYETTEVILLE,AR,72703,2821,WASHINGTON,05143,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.HEALTHYARKANSAS.COM/UNITS/UNITS_ALL.HTML#I,ARGIO/ARDOH,LOCAL,0, ,-10481751.5041,4313691.6338
1046,TAMA COUNTY PUBLIC HEALTH AND HOME CARE,641-484-4788,129 WEST HIGH STREET, ,TOLEDO,IA,52342,1319,TAMA,19171,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.TAMACOUNTY.ORG/PUBLICHOME.HTML,TECHNIGRAPHICS,LOCAL,0, ,-10305906.6908,5160285.8227
1047,TRIPP COUNTY COMMUNITY HEALTH SERVICES,605-842-7166,245 SOUTH MAIN STREET, ,WINNER,SD,57580,1727,TRIPP,46123,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-11116053.2408,5369321.5242
1048,HARNEY COUNTY HEALTH DEPARTMENT,541-573-2271,420 NORTH FAIRVIEW AVENUE, ,BURNS,OR,97720,1416,HARNEY,41025,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-13253791.9846,5402052.729
1049,HOOD RIVER COUNTY HEALTH DEPARTMENT,541-386-1115,1109 JUNE STREET, ,HOOD RIVER,OR,97031,1512,HOOD RIVER,41027,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.CO.HOOD-RIVER.OR.US/INDEX.ASP?TYPE=B_BASIC&SEC={AF40862A-8B0E-4107-B2B4-956029C71941},TECHNIGRAPHICS,LOCAL,0, ,-13527845.9084,5732870.2322
1050,DONA ANA COUNTY HEALTH OFFICE,575-525-5833,845 NORTH MOTEL BOULEVARD, ,LAS CRUCES,NM,88007, ,DONA ANA,35013,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.CO.DONA-ANA.NM.US/HEALTH/,NMDOH,LOCAL,0, ,-11890673.1229,3803520.5471
1051,TILLAMOOK COUNTY HEALTH DEPARTMENT,503-842-3900,801 PACIFIC AVENUE, ,TILLAMOOK,OR,97141,3926,TILLAMOOK,41057,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.CO.TILLAMOOK.OR.US/GOV/HEALTH/DEFAULT.HTM,TECHNIGRAPHICS,LOCAL,0, ,-13786120.5891,5693027.1512
1052,BIG HORN LOCAL COUNTY HEALTH DEPARTMENT,406-665-8720,809 NORTH CUSTER AVENUE, ,HARDIN,MT,59034,1300,BIG HORN,30003,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://BIGHORNCOUNTYPUBLICHEALTH.COM/,TECHNIGRAPHICS,LOCAL,0, ,-11978762.8012,5738259.1423
1053,CARSON CITY HEALTH AND HUMAN SERVICES,775-887-2190,900 EAST LONG STREET, ,CARSON CITY,NV,89706,3129,CARSON CITY,32510,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.CARSON-CITY.NV.US/INDEX.ASPX?PAGE=375,TECHNIGRAPHICS,LOCAL,0, ,-13331481.4201,4746681.5567
1054,CHURCHILL COUNTY HEALTH NURSING SERVICES,775-423-4434,485 WEST B STREET,SUITE 103,FALLON,NV,89406,2765,CHURCHILL,32001,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.CHURCHILLCOUNTY.ORG/SOCIALSERVICES/HEALTH.PHP,TECHNIGRAPHICS,LOCAL,0, ,-13222804.3584,4790242.3358
1055,OZARK COUNTY HEALTH CENTER,417-679-3334,304 WEST 3RD STREET, ,GAINESVILLE,MO,65655, ,OZARK,29153,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.OCPH.ORG/,TECHNIGRAPHICS,LOCAL,0, ,-10289208.239,4383908.8107
1056,WRIGHT COUNTY HEALTH DEPARTMENT,417-741-7791,300 SOUTH MAIN STREET,SUITE C,HARTVILLE,MO,65667,8200,WRIGHT,29229,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WRIGHTCOUNTYHEALTHDEPARTMENT.COM/INDEX.PHP?OPTION=COM_FRONTPAGE&ITEMID=48,TECHNIGRAPHICS,LOCAL,0, ,-10298132.5418,4473903.2464
1057,TEXAS COUNTY HEALTH DEPARTMENT,417-967-4131,950 NORTH UNITED STATES HIGHWAY 63, ,HOUSTON,MO,65483, ,TEXAS,29215,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://TEXAS.LPHAMO.ORG/,TECHNIGRAPHICS,LOCAL,0, ,-10235156.9767,4485855.7404
1058,OKMULGEE COUNTY HEALTH DEPARTMENT,918-756-1883,1304 R D MILLER DRIVE, ,OKMULGEE,OK,74447,6365,OKMULGEE,40111,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-10681517.6151,4247416.8934
1059,SOUTHEAST PUBLIC HEALTH OFFICE,505-841-8928,7525 ZUNI ROAD SOUTHEAST, ,ALBUQUERQUE,NM,87108,3354,BERNALILLO,35001,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,NMDOH,LOCAL,0, ,-11862647.3075,4173810.3543
1060,LINCOLN COUNTY HEALTH CENTER,575-258-3252,103 KANSAS CITY ROAD, ,RUIDOSO,NM,88345,6922,LINCOLN,35027,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,NMDOH,LOCAL,0, ,-11762174.6151,3942064.8988
1061,BARRON COUNTY HEALTH AND HUMAN SERVICES DEPARTMENT,715-537-5691,330 EAST LA SALLE AVENUE,3RD FLOOR,BARRON,WI,54812,1501,BARRON,55005,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,WIDHS,LOCAL,0, ,-10225054.1776,5684591.4285
1062,WATONWAN COUNTY PUBLIC HEALTH,507-375-3294,715 2ND AVENUE SOUTH, ,SAINT JAMES,MN,56081,1740,WATONWAN,27165,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.CO.WATONWAN.MN.US/CATEGORY.ASPX?ID=B83A8F87-7B89-4BDD-A60D-A585C3A78996,TECHNIGRAPHICS,LOCAL,0, ,-10533698.1741,5462676.6791
1063,COLUSA COUNTY PUBLIC HEALTH DEPARTMENT,530-458-0380,251 EAST WEBSTER STREET, ,COLUSA,CA,95932,2951,COLUSA,06011,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.COLUSADHHS.ORG/,TECHNIGRAPHICS,LOCAL,0, ,-13580948.8364,4751325.6093
1064,CONTRA COSTA COUNTY PUBLIC HEALTH DEPARTMENT,925-313-6712,597 CENTER AVENUE,SUITE 200,MARTINEZ,CA,94553,4669,CONTRA COSTA,06013,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://CCHEALTH.ORG/GROUPS/PUBLIC_HEALTH/,TECHNIGRAPHICS,LOCAL,0, ,-13594119.777,4578504.578
1065,COUNTY OF DEL NORTE PUBLIC HEALTH DEPARTMENT,707-464-3191,880 NORTHCREST DRIVE, ,CRESCENT CITY,CA,95531,2313,DEL NORTE,06015,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.DNCO.ORG/CF/PUBWEB1.CFM?TOPIC=HEALTH%20DEPARTMENT,TECHNIGRAPHICS,LOCAL,0, ,-13825844.649,5125771.244
1066,CUSTER COUNTY PUBLIC HEALTH AGENCY,719-783-3369,704 EDWARDS STREET, ,WESTCLIFFE,CO,81252,8588,CUSTER,08027,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://OEM.CUSTERCOUNTYGOV.COM/PH.HTM,TECHNIGRAPHICS,LOCAL,0, ,-11739998.8356,4598221.2007
1067,STONE COUNTY HEALTH UNIT,870-269-3308,204 WHITFIELD AVENUE, ,MOUNTAIN VIEW,AR,72560, ,STONE,05137,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,ARGIO/ARDOH,LOCAL,0, ,-10255948.5324,4282412.185
1068,NORTHEAST COLORADO HEALTH DEPARTMENT,970-345-6562,150 ASH AVENUE,WASHINGTON COUNTY COURT HOUSE,AKRON,CO,80720,1553,WASHINGTON,08121,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.CO.WASHINGTON.CO.US/HEALTH_SERVICES/NECO.HTM,TECHNIGRAPHICS,LOCAL,0, ,-11489373.1049,4889197.7111
1069,TANEY COUNTY HEALTH DEPARTMENT,417-546-4725,15479 UNITED STATES HIGHWAY 160, ,FORSYTH,MO,65653, ,TANEY,29213,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.TANEYCOHEALTH.ORG/,TECHNIGRAPHICS,LOCAL,0, ,-10366240.9892,4396807.6623
1070,VERNON PARISH HEALTH DEPARTMENT,337-238-6410,406 WEST FERTITTA BOULEVARD, ,LEESVILLE,LA,71446,4649,VERNON,22115,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-10382547.8342,3650626.3412
1071,WINN PARISH HEALTH UNIT,318-628-2148,301 WEST MAIN STREET, ,WINNFIELD,LA,71483,2786,WINN,22127,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-10312749.6015,3753659.4994
1072,COMANCHE COUNTY HEALTH DEPARTMENT,620-582-2431,207 SOUTH WASHINGTON AVENUE, ,COLDWATER,KS,67029, ,COMANCHE,20033,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.COMANCHECOUNTYHD.COM/,TECHNIGRAPHICS,LOCAL,0, ,-11057702.7763,4476563.4692
1073,ROCKY BOY TRIBAL HEALTH DEPARTMENT,406-395-4486,535 CLINIC ROAD, ,BOX ELDER,MT,59521, ,HILL,30041,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.IHS.GOV/FACILITIESSERVICES/AREAOFFICES/BILLINGS/ROCKYBOY/,TECHNIGRAPHICS,TRIBAL,0, ,-12220897.2701,6150701.9669
1074,MISSOULA CITY-COUNTY HEALTH DEPARTMENT,406-258-4750,301 WEST ALDER STREET, ,MISSOULA,MT,59802,4123,MISSOULA,30063,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.CO.MISSOULA.MT.US/HEALTH/,TECHNIGRAPHICS,LOCAL,0, ,-12689931.1539,5921806.9582
